OTU ID	WRNA01_1	WRNA05_1	WRNA06_1	WRNA10_1	WRNA11_1	WRNA12_1	WRNA13_1	WRNA14_1	WRNA15_1	WRNA16_1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae	0	0	5.53E-06	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.00E+00	0	0	0	0	0	0	0	0	5.39E-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	2.76E-05	4.81E-06	0	0	0	0.00023835	0	0	0.000559874	0.000135575
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0	0.00E+00	0	0.00E+00	0	0	0	0	6.42E-05	0.000295484
d__Bacteria;p__Firmicutes;c__Bacilli;o__Entomoplasmatales;Other	0	0.00E+00	5.53E-06	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Entomoplasmatales;f__Entomoplasmatales_Incertae_Sedis	1.01E-05	1.93E-05	0	1.65E-06	0.00E+00	2.22E-05	1.03E-05	0	0	1.56E-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae	6.99E-05	0	0.00E+00	0	0	1.94E-05	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.00E+00	0.00E+00	0	0.000240261	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0	4.83E-06	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	2.67E-05	0.00E+00	0	0	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.00E+00	0	0.00E+00	0	0.00E+00	1.66E-05	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	1.38E-05	0.00E+00	0	0	5.59E-05	0.00E+00	6.85E-06	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae	2.11E-05	5.78E-05	3.04E-05	7.08E-05	1.72E-05	0	9.08E-05	0	1.65E-05	1.04E-05
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae	1.59E-04	0.00E+00	0	0.000172242	5.81E-05	1.03E-04	1.37E-05	0	0	3.30E-05
d__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0.00E+00	0.00E+00	0.00E+00	1.97E-05	0.00E+00	0	7.54E-05	0.001376382	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae	0	0	0	0	0	0.00E+00	0	0.000122345	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	2.10E-04	6.50E-05	1.38E-05	0	1.29E-05	4.71E-05	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0	0.00E+00	0	2.85E-05	6.45E-06	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;Other	0.00E+00	0	0.00E+00	5.05E-05	3.66E-05	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	2.85E-05	0.00E+00	0	0	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.00E+00	0	0.00E+00	9.87E-06	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae	0	0	0.000179646	0	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae	0.00E+00	0.00E+00	0	7.13E-06	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia	0	0	0	0	0	3.60E-05	0	0	0	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	3.03E-05	2.17E-05	3.04E-05	8.67E-05	3.66E-05	0	3.43E-05	0	0	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.00E+00	0	0	0	0	0.00E+00	6.85E-06	0	0	0
d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group;f__BD2-11_terrestrial_group	0.000241744	0.000211789	6.91E-05	0.000193087	3.87E-05	0.000108089	0.000628716	0.000307472	0	3.82E-05
d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae	5.33E-05	0.00E+00	5.53E-06	0.000110806	0.000141939	9.15E-05	0.000135337	0	0	7.30E-05
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae	0	0	8.29E-06	0	0	0	0	0	0	0
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria	0.000778545	5.25E-04	0.000516827	0.000820619	0.000195704	6.18E-04	0.000818873	7.57E-05	0.000191016	0.000258983
d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade)	0.038871174	4.85E-02	0.049980239	0.046084122	2.62E-02	3.82E-02	0.028103795	0.018251947	0.008929998	0.016159478
d__Bacteria;p__Myxococcota;Other;Other;Other	0.00E+00	0.000158842	0	0.000109708	9.68E-05	2.77E-05	0.000181591	0.000378304	0	3.82E-05
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;Other	2.11E-05	0.00E+00	0	0	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae	4.49E-04	0.000178096	0.00032889	0.000825556	0.00047098	2.91E-04	0.001898141	0.001545411	7.74E-05	0.000163385
d__Bacteria;p__Myxococcota;c__Polyangia;Other;Other	6.43E-06	0.00E+00	0	5.87E-05	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19	3.86E-05	0	1.38E-05	5.05E-05	0	2.22E-05	8.91E-05	8.69E-05	0	2.43E-05
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae	7.54E-05	0.00E+00	3.04E-05	4.83E-05	0.00E+00	0.00E+00	6.51E-05	0	3.29E-05	1.22E-05
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;Other	0	2.65E-05	0.00E+00	4.88E-05	1.51E-05	0.00E+00	4.28E-05	0.000175469	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41	0.00E+00	0	0.00E+00	1.21E-05	0	2.22E-05	2.57E-05	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6	7.35E-06	7.22E-06	0.00E+00	0	0	0.00E+00	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae	6.43E-06	0.00E+00	0	7.68E-06	0	0	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae	3.31E-05	0.00E+00	0.00E+00	0	3.01E-05	0.000121946	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70	2.76E-06	0.00E+00	0	0	0	0.00E+00	1.03E-05	0	0	0
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25	1.65E-05	8.90E-05	0.00E+00	0	0.000195704	3.88E-05	1.71E-05	0.000140053	0	5.91E-05
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j	0.000416388	5.05E-05	5.53E-05	0.000148655	8.17E-05	3.30E-04	0.001654878	0.000792023	3.46E-05	0.000165123
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae	0.002960677	5.44E-03	2.86E-03	0.003591305	0.001954889	0.003414502	0.004759058	0.002071817	0.000385325	0.000754352
d__Bacteria;p__Nitrospinota;c__P9X2b3D02;o__P9X2b3D02;f__P9X2b3D02	0.00E+00	9.63E-06	5.53E-06	0	0.00E+00	0.00E+00	6.85E-06	0	0	0
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae	1.93E-05	0	0.00E+00	4.77E-05	0	4.71E-05	1.71E-05	0	0	0
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f	4.55E-04	2.55E-04	0.000320599	3.18E-04	7.96E-05	1.72E-04	0.000447125	3.86E-05	4.94E-05	8.34E-05
d__Bacteria;p__Patescibacteria;c__ABY1;Other;Other	5.52E-06	0.00E+00	5.53E-06	0	0	1.11E-05	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kuenenbacteria;f__Candidatus_Kuenenbacteria	0	7.22E-06	0	0.00E+00	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__Dojkabacteria;f__Dojkabacteria	0.00E+00	0.00E+00	0	1.54E-05	0	0.00E+00	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;Other;Other	0	0	0	0	1.08E-05	0	0	0	6.59E-06	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1)	3.03E-05	2.65E-05	4.15E-05	7.08E-05	0.00E+00	0	6.68E-05	0.00016581	0	2.78E-05
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria	0	0.00E+00	0.00E+00	0	1.94E-05	0.00E+00	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria	5.52E-06	0	0	0	4.30E-06	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22	2.76E-05	3.13E-05	5.25E-05	0.000132747	0.00E+00	0.00E+00	0.000116492	0	1.15E-05	1.39E-05
d__Bacteria;p__Patescibacteria;c__Parcubacteria;Other;Other	5.52E-06	3.37E-05	4.70E-05	2.00E-04	5.59E-05	0.000121946	3.43E-05	0	9.88E-06	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Adlerbacteria;f__Candidatus_Adlerbacteria	0	0	0	0	0	2.77E-05	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria	9.19E-06	0.00E+00	1.11E-05	1.65E-06	0	0	6.85E-06	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria	0	0	0	0	0	2.77E-05	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria	3.68E-06	0.00E+00	2.21E-05	9.33E-06	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria	0.00E+00	0.00E+00	0	2.08E-05	0.00E+00	0.00E+00	3.43E-06	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Portnoybacteria;f__Candidatus_Portnoybacteria	5.52E-06	0.00E+00	0	0	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria	0.00E+00	0.00E+00	0.00E+00	4.39E-06	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;Other	0	0	0.00E+00	0	0.00E+00	0.00E+00	0	3.22E-06	0	1.22E-05
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae	0.00E+00	0.00E+00	0.00E+00	0	0	0.00E+00	0	1.13E-05	0	0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales	0	0	0.00E+00	0	0	0.00E+00	0	0.000312302	0	0
d__Bacteria;p__Planctomycetota;Other;Other;Other	0.006307408	6.25E-03	0.006282077	8.52E-03	0.0034431	0.006679342	0.008663267	0.003683229	0.001916747	0.003257272
d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5;o__028H05-P-BN-P5;f__028H05-P-BN-P5	0.001106692	0.000965086	4.97E-04	0.00170432	0.000892496	1.55E-03	0.000637282	0	6.09E-05	0.000215529
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11	0.003173926	2.26E-03	0.002890916	3.77E-03	0.001554879	0.00284357	0.003172705	0.000132004	0.000518707	0.001286223
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiales	0	0	0.00E+00	0	0.00E+00	3.60E-05	3.43E-06	0	0	0
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae	5.24E-05	2.65E-05	3.32E-05	0.000235873	0	0.00E+00	0	0	1.32E-05	0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190	0.005157515	5.00E-03	4.66E-03	0.007751449	3.24E-03	6.52E-03	0.004520934	0.003750841	0.000528587	0.001268841
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;Other;Other	8.73E-05	0.000250297	0.000210047	0	9.25E-05	3.58E-04	0	0	0	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__C86;f__C86	1.56E-05	0.00E+00	0.00E+00	5.21E-05	0.00E+00	1.66E-04	5.14E-06	0	4.94E-06	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a	0.000167291	0.000113115	1.93E-05	0.000258912	2.28E-04	0.000268837	0.000107927	0	8.07E-05	4.00E-05
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;Other	0.00E+00	0	0	0.00E+00	0.00E+00	0.00E+00	0	0	8.23E-06	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4	6.71E-05	3.37E-05	3.04E-05	9.65E-05	5.38E-05	3.33E-05	4.45E-05	0	0	1.04E-05
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30	2.01E-04	3.61E-05	6.36E-05	3.24E-04	3.44E-05	3.05E-05	0.00013705	0	0.000125148	0.000206839
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	0.008930746	0.009475171	7.96E-03	0.01003887	0.005789397	0.013688493	0.006840503	0.002757593	0.001426033	0.001993645
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Pla1_lineage	1.10E-05	4.81E-06	0.00E+00	4.94E-06	0.000204306	0	5.14E-06	0	0	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__S-70;f__S-70	0	0	1.38E-05	9.33E-06	0	0.00E+00	1.71E-05	0	0	0
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage	0.003888129	0.006038406	0.004770288	0.005270941	0.003107607	0.005046922	0.004447269	0.002318116	0.000594455	0.001950192
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage	3.30E-04	0.000129962	1.69E-04	5.21E-04	0.000152692	1.94E-04	0.000265534	0.000463623	9.88E-06	3.30E-05
d__Bacteria;p__Planctomycetota;c__Planctomycetes;Other;Other	0.001930277	0.001569167	0.001525608	2.33E-03	0.000877442	0.00110029	0.004604877	0.003773378	0.000902386	0.001917167
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	2.48E-05	0.00E+00	1.38E-05	0.00E+00	3.87E-05	1.66E-05	2.74E-05	2.58E-05	0	0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae	0	0	0	0.00E+00	3.01E-05	0	0	0	0	0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae	0.002809931	2.88E-03	2.86E-03	0.005594581	2.46E-03	0.002932259	0.005017739	0.004021288	0.001699384	0.002834905
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;Other	0.000620446	5.42E-04	0.000179646	0.0011289	0.000249469	0.000313181	0.003272066	0.001791711	0.000569755	0.001647756
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae	0.000139715	2.38E-04	8.01E-05	0.000313218	1.51E-05	0.000171834	0.001152932	0.00131038	0.000704783	0.00034589
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae	1.10E-05	0.00E+00	0	1.10E-05	2.37E-05	0	5.82E-05	5.63E-05	0	0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured	0.00780659	1.02E-02	0.008827521	0.009827132	0.007503419	0.008960295	0.026502024	0.017628953	0.010367558	0.018853593
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__uncultured;f__uncultured	0.000264724	1.93E-05	0.000287433	6.36E-05	0.000154843	0	0	0	0	6.95E-06
d__Bacteria;p__Planctomycetota;c__SGST604;o__SGST604;f__SGST604	0.000172806	0.000156435	9.12E-05	9.22E-05	3.87E-05	1.83E-04	0.000176452	0	7.08E-05	1.74E-05
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49	0.00094032	0.00053188	0.000605268	0.00085408	0.000215059	0.000396326	0.000777758	0.00147458	0.000138322	0.000293745
d__Bacteria;p__Poribacteria;c__Poribacteria;o__Poribacteria;f__Poribacteria	4.75E-03	8.23E-03	0.005709974	4.24E-03	1.96E-03	3.35E-03	0.004467827	0.003646204	0.000681729	0.000865593
d__Bacteria;p__Proteobacteria;Other;Other;Other	0.001137025	0.000478933	0.000522355	0.000891381	0.000202156	0.000867483	0.000669831	1.45E-05	0.000520354	0.000340675
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other	7.40E-03	6.04E-03	0.004814509	9.11E-03	3.37E-03	6.74E-03	0.005411758	0.005104685	0.004676598	0.0050997
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AT-s3-44;f__AT-s3-44	0.000508306	7.70E-05	0.000458788	0.000856274	0.000204306	5.43E-04	0.000262108	0.001687074	0	5.74E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae	2.57E-05	0.00E+00	0	6.80E-05	2.37E-05	0	0.000106214	0.001817468	0	6.95E-06
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria_Incertae_Sedis;f__Unknown_Family	8.55E-05	0.00E+00	0	0	0	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae	0	0.00E+00	0	0.00010532	0.002985023	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;Other	0.00E+00	0.00E+00	0.00E+00	3.51E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	2.14E-03	0.00E+00	2.21E-05	1.40E-03	9.07E-03	4.99E-05	0.002427496	0.002986185	0.003658944	0.004635617
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae	5.27E-04	2.74E-04	0.00E+00	0.000601751	0.000118283	0.000446213	0	0	0.003831847	0.003594471
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae	3.47E-04	1.93E-05	0.001638923	4.99E-04	5.29E-04	1.69E-03	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__uncultured	1.53E-04	9.87E-05	2.24E-04	4.18E-04	6.45E-06	4.43E-05	9.94E-05	0.000106247	4.28E-05	1.74E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae	0.00E+00	0.00E+00	0	0	2.26E-04	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0.000534455	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	1.37E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae	0	0	0.00E+00	2.85E-05	0.00E+00	0.00E+00	3.25E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae	0	1.93E-05	0.00E+00	0	0	2.49E-05	5.14E-06	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;Other	0.00E+00	0	0.00E+00	0	0.00E+00	0.00E+00	0	0	2.47E-05	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae	0	0	0.00E+00	7.84E-05	4.95E-05	0.00E+00	0	0	0	5.39E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Temperatibacteraceae	0.00E+00	0	0.00E+00	0	2.58E-05	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;Other	0	0	0	5.43E-05	0	0.00E+00	0	0	0.003403707	0.003319845
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae	1.84E-06	0	2.21E-05	0	2.58E-05	0.00E+00	0	0	0.004235286	0.00495022
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NRL2;f__NRL2	0	0	0	9.87E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;Other	0	0.00E+00	0	0	6.67E-05	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__OCS116_clade	0.000303329	5.70E-04	0.000287433	0.000360941	1.23E-04	3.96E-04	0.000234698	0	0	8.00E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae	2.30E-05	0.00E+00	0.00E+00	0	0	0.000102546	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;Other	0	6.02E-05	0	4.28E-05	0.00E+00	6.65E-05	1.88E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__SAR116_clade	6.25E-05	0.00E+00	1.38E-05	2.41E-05	9.03E-05	0.000102546	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__uncultured	1.24E-04	9.63E-05	4.70E-05	1.92E-05	6.45E-05	7.48E-05	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae	0.00E+00	0	0	0.000110257	2.37E-05	5.54E-06	0.000145616	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other	6.43E-06	0.00E+00	0.00E+00	9.87E-06	1.10E-04	0	0	0.000198006	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	0.000659052	2.79E-04	0.000563812	2.12E-03	2.04E-03	3.33E-03	0.000585888	0.016629266	0.000153142	8.69E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae	0	0	0.00E+00	0	0.00E+00	0.00E+00	0	0	0.000765711	0.000895142
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	3.49E-05	0.00E+00	0	0.00E+00	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0	0	0	0	1.20E-03	0.00E+00	0	0.002813936	0.000128442	0.000575324
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	3.22E-05	0	4.97E-05	0.000162917	5.38E-05	0.000207863	0.000133624	0.003134287	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.000115817	0.000137182	2.49E-05	0.000363683	2.77E-04	0.000144119	1.88E-05	0.00171605	0.005946196	0.003170365
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;Other	0	0.000154029	0.00E+00	0.000208995	0.000141939	0	0	0	8.23E-06	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AEGEAN-169_marine_group	0.028387015	0.029130676	5.03E-02	0.031695313	0.01508426	0.022795679	0.018918025	0.009267636	0.010069507	0.01343929
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae	2.06E-03	2.86E-03	1.87E-03	0.002232018	0.001606493	1.95E-03	0.001898141	2.25E-05	0.00021901	0.000486679
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	4.03E-04	0	0.00E+00	0	0	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae	1.07E-04	0.00E+00	0	0.000116839	1.51E-05	4.16E-05	6.68E-05	0	0	3.13E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae	0.00E+00	0	0.00E+00	0.00013165	0.002496839	0.00E+00	0	0	0.008264735	0.007430544
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured	9.19E-06	0	0	0.00E+00	0.00E+00	0	0	0	0	5.21E-06
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;Other	1.38E-05	0	0	6.20E-05	3.66E-05	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__AB1	7.35E-06	0	0	5.76E-05	0	0	0	0	1.15E-05	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Fokiniaceae	0.000133281	3.13E-05	1.05E-04	2.27E-04	0	0.000105317	0.000155894	0	1.15E-05	1.04E-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	3.00E-04	2.43E-04	6.36E-05	8.79E-04	2.58E-05	0.000684563	0.001166637	3.22E-06	0.00020913	0.000432797
